,Author,File_ID,File_Name,Mean Sentiment,Year,Useful?
5309,Stevens,807,Mallard v United States District Court for Southern District.txt,0.176815642,1989,
5353,Stevens,851,McNary v Haitian Refugee Center.txt,0.177075099,1991,
5966,Stevens,1464,Vance v Terrazas.txt,0.177380952,1980,
5704,Stevens,1202,Schiavone v Fortune.txt,0.177407407,1986,
5408,Stevens,906,Mohasco Corp. v Silver.txt,0.177477477,1980,
5636,Stevens,1134,Republic of Austria v Altmann.txt,0.177558348,2004,
5618,Stevens,1116,Raygor v Regents of the University of Minnesota.txt,0.177672956,2002,
4665,Stevens,163,Brendale v Confederated Tribes & Bands of Yakima Indian Nation.txt,0.178246753,1989,
5478,Stevens,976,Nike v Kasky.txt,0.178457447,2003,
5654,Stevens,1152,Riley v. Kennedy.txt,0.178474576,2008,
5691,Stevens,1189,Salazar v. Buono.txt,0.178515625,2010,
4559,Stevens,57,Arkansas Educational Television Commission v Forbes.txt,0.179038462,1998,
5230,Stevens,728,Keystone Bituminous Coal Ass'n v DeBenedictis.txt,0.179375,1987,
5496,Stevens,994,Northbrook National Insurance Co. v Brewer.txt,0.1796875,1989,
4793,Stevens,291,City of Sherrill v Oneida Indian Nation.txt,0.179824561,2005,
5106,Stevens,604,Hibbs v Winn.txt,0.18,2004,
5852,Stevens,1350,UPS v Mitchell.txt,0.18,1981,
5877,Stevens,1375,US v DiFrancesco.txt,0.18,1980,
5894,Stevens,1392,US v Grace.txt,0.18,1983,
4999,Stevens,497,Franchise Tax Bd. v United States Postal Service.txt,0.180236486,1984,
4914,Stevens,412,Douglas Oil Co. v Petrol Stops Northwest.txt,0.180882353,1979,
5429,Stevens,927,Moseley v V Secret Catalogue.txt,0.180923695,2003,
4504,Stevens,2,44 Liquormart v Rhode Island.txt,0.181026786,1996,
5299,Stevens,797,Lyng v Payne.txt,0.181388889,1986,
5471,Stevens,969,New York v Federal Energy Regulatory Commission.txt,0.181422505,2002,
5375,Stevens,873,Meyer v Grant.txt,0.181832797,1988,
5116,Stevens,614,Hodgson v Minnesota.txt,0.181937799,1990,
4981,Stevens,479,Flagg Bros. Inc. v Brooks.txt,0.182352941,1978,
5586,Stevens,1084,Posadas de Puerto Rico Assocs. v Tourism Co..txt,0.18253012,1986,
4870,Stevens,368,De Buono v Nysa-Ila Medical and Clinical Services Fund.txt,0.182692308,1997,
5205,Stevens,703,Johnson v Fankell.txt,0.183128834,1997,
4691,Stevens,189,Burch v Louisiana.txt,0.183333333,1979,
5737,Stevens,1235,Smith v Kemp.txt,0.183333333,1983,
4792,Stevens,290,City of Rome v US.txt,0.183653846,1980,
5402,Stevens,900,Mitchell v Forsyth.txt,0.184210526,1985,
4731,Stevens,229,Cantor v Detroit Edison Co..txt,0.18443804,1976,
5559,Stevens,1057,Peretz v US.txt,0.184537246,1991,
5331,Stevens,829,Massachusetts v. EPA.txt,0.184556962,2007,
5128,Stevens,626,Houchins v KQED Inc..txt,0.185046729,1978,
5339,Stevens,837,McConnell v Federal Election Commission.txt,0.185152838,2003,
5260,Stevens,758,"Lampf, Pleva, Lipkind, Prupis & Petigrow v Gilbertson.txt",0.185632184,1991,
5680,Stevens,1178,Runyon v McCrary.txt,0.186363636,1976,
4894,Stevens,392,Deposit Guar. Nat'l Bank v Roper.txt,0.1875,1980,
5965,Stevens,1463,Van Orden v Perry.txt,0.188806818,2005,
4570,Stevens,68,AT&T v. Hulteen.txt,0.188888889,2009,
5382,Stevens,880,Michigan v Jackson.txt,0.189230769,1986,
5175,Stevens,673,INS v National Center for Immigrants' Rights.txt,0.189318182,1991,
5359,Stevens,857,Medtronic v Lohr.txt,0.189732143,1996,
4841,Stevens,339,Cotton Petroleum Corp. v New Mexico.txt,0.18979206,1989,
5902,Stevens,1400,US v Jacobsen.txt,0.189820359,1984,
4509,Stevens,7,Abood v Detroid Bd. of Educ..txt,0.19,1977,
4512,Stevens,10,Air Line Pilots Association v O'Neill.txt,0.190148699,1991,
5417,Stevens,915,Montejo v. Louisiana.txt,0.192690058,2009,
6015,Stevens,1513,White Mountain Apache Tribe v Bracker.txt,0.19296875,1980,
4861,Stevens,359,Danforth v. Minnesota.txt,0.193101343,2008,
5615,Stevens,1113,Rapanos v US.txt,0.193406593,2006,
5063,Stevens,561,Green Tree Financial v Bazzle.txt,0.19375,2003,
4788,Stevens,286,City of Ladue v Gilleo.txt,0.194972826,1994,
4875,Stevens,373,Delaware Tribal Business Committee v Weeks.txt,0.195185185,1977,
5009,Stevens,507,FTC v Superior Court Trial Lawyers Association.txt,0.196014493,1990,
5443,Stevens,941,National Association of Home Builders v. Defenders of Wildlife.txt,0.19754717,2007,
5171,Stevens,669,"Indus. Union Dep't, AFL-CIO v API.txt",0.197709497,1980,
5110,Stevens,608,Hillsboro Nat'l Bank v Comm'r.txt,0.197887324,1983,
5270,Stevens,768,Leavitt v Jane.txt,0.198113208,1996,
5498,Stevens,996,Norton v Mathews.txt,0.198684211,1976,
4683,Stevens,181,Brown v Williams.txt,0.2,1997,
4703,Stevens,201,Business Electronics Corp. v Sharp Electronics Corp..txt,0.2,1988,
5759,Stevens,1257,Spencer v Pugh.txt,0.2,2004,
6042,Stevens,1540,Young v Community Nutrition Institute.txt,0.200574713,1986,
5264,Stevens,762,Lane v Pena.txt,0.200699301,1996,
4978,Stevens,476,First Fed. Sav. & Loan Ss'n v Tax Comm'n of Mass..txt,0.202873563,1978,
5687,Stevens,1185,S.C. v Catawba Indian Tribe.txt,0.203080569,1986,
4666,Stevens,164,Brennan v Armstrong.txt,0.203658537,1977,
5760,Stevens,1258,Splawn v California.txt,0.203773585,1987,
5407,Stevens,905,Mobile v Bolden.txt,0.204336735,1980,
5406,Stevens,904,Mobil Oil Exploration and Producing Southeast v US.txt,0.20460251,2000,
5288,Stevens,786,Lorance v AT&T Technologies.txt,0.205555556,1989,
5655,Stevens,1153,Rita v. U.S..txt,0.205581395,2007,
5240,Stevens,738,Kosak v US.txt,0.207042254,1984,
5468,Stevens,966,New York State Liquor Authority v Bellanca.txt,0.20729927,1981,
5381,Stevens,879,Michigan v Harvey.txt,0.207540984,1990,
4526,Stevens,24,Alvarez v. Smith.txt,0.208333333,2009,
5048,Stevens,546,Gonzales v. Duenas-Alvarez.txt,0.208333333,2006,
5907,Stevens,1405,US v Knotts.txt,0.208333333,1983,
5399,Stevens,897,Mississippi Band of Choctaw Indians v Holyfield.txt,0.208947368,1989,
5625,Stevens,1123,Renaissance Arcade & Bookstore v County of Cook.txt,0.209375,1985,
5590,Stevens,1088,Presley v Etowah County Commission.txt,0.209487179,1992,
5756,Stevens,1254,Southland Corp. v Keating.txt,0.209756098,1984,
4957,Stevens,455,FCC v League of Women Voters.txt,0.210309278,1984,
4816,Stevens,314,Comm'r v Fink.txt,0.210619469,1987,
5686,Stevens,1184,Rutan v Republican Party.txt,0.210635359,1990,
5839,Stevens,1337,United Cal. Bank v US.txt,0.210839161,1978,
4641,Stevens,139,Bose Corp. v Consumers Union.txt,0.210881801,1984,
5614,Stevens,1112,Randall v. Sorrell.txt,0.211570248,2006,
4847,Stevens,345,Cox v Larios.txt,0.211702128,2004,
4790,Stevens,288,City of Mesquite v Aladdin's Castle.txt,0.211805556,1982,
4774,Stevens,272,Christianson v Colt Industries Operating Corp..txt,0.211931818,1988,
4639,Stevens,137,Boeing v US.txt,0.212132353,2003,
5762,Stevens,1260,Sprietsma v Mercury Marine.txt,0.21281337,2002,
6041,Stevens,1539,Young v Am. Mini Theatres.txt,0.213484848,1976,
5514,Stevens,1012,Oklahoma Tax Commission v Citizen Band Potawatomi Indian Tribe.txt,0.214705882,1991,
5186,Stevens,684,Irwin v Department of Veterans Affairs.txt,0.215151515,1990,
4643,Stevens,141,Bourjaily v US.txt,0.215517241,1987,
4736,Stevens,234,Carey v. Musladin.txt,0.215517241,2006,
5558,Stevens,1056,Penson v Ohio.txt,0.216063348,1988,
5196,Stevens,694,Jefferson Parish Hosp. Dist. No. 2 v Hyde.txt,0.21651865,1984,
5213,Stevens,711,Jones v US(2).txt,0.216666667,1999,
5600,Stevens,1098,Puerto Rico Aqueduct & Sewer Authority v Metcalf & Eddy.txt,0.217105263,1993,
5425,Stevens,923,Moreland v Federal Bureau of Prisons.txt,0.218181818,2005,
5763,Stevens,1261,St. Louis v Praprotnik.txt,0.218382353,1988,
5450,Stevens,948,National Soc. of Professional Engineers v US.txt,0.218562874,1978,
5139,Stevens,637,Icc v Texas.txt,0.219142857,1987,
5094,Stevens,592,HCSC-Laundry v US.txt,0.219491525,1981,
5475,Stevens,973,Newport News Shipbuilding & Dry Dock Co. v EEOC.txt,0.219501466,1983,
4672,Stevens,170,"Brock v Roadway Express, Inc..txt",0.219607843,1987,
4753,Stevens,251,"Central Trust Co. v Official Creditors' Committee of Geiger Enterprises, Inc..txt",0.219672131,1982,
5648,Stevens,1146,"Richardson-Merrell, Inc. v Koller.txt",0.22037037,1985,
4514,Stevens,12,Alabama v Pugh.txt,0.220833333,1978,
5176,Stevens,674,Insterstate Commerce Com v Bhd. of Locomotive Eng'rs.txt,0.221067416,1987,
4878,Stevens,376,Delcostello v Int'l Bhd. of Teamsters.txt,0.221212121,1983,
5746,Stevens,1244,Solem v Stumes.txt,0.221372549,1984,
5914,Stevens,1412,US v Locke.txt,0.221511628,1985,
5454,Stevens,952,Neder v us.txt,0.22173913,1999,
5611,Stevens,1109,Raines v Byrd.txt,0.222222222,1997,
5658,Stevens,1156,Rivers v Roadway Express.txt,0.222357724,1994,
5492,Stevens,990,Nordlinger v Hahn.txt,0.222372372,1992,
5006,Stevens,504,Frisby v Schultz.txt,0.222619048,1988,
4525,Stevens,23,Aluminum Co. of America v Central Lincoln Peoples' Utility Dist..txt,0.223404255,1984,
4507,Stevens,5,Abdur'Rahman v Bell.txt,0.223684211,2002,
4979,Stevens,477,First Nat'l City Bank v Banco Para El Comercio Exterior De Cuba.txt,0.223913043,1983,
4986,Stevens,484,Florida v Long.txt,0.224358974,1988,
5465,Stevens,963,New York City Transit Authority v Beazer.txt,0.224436937,1979,
4542,Stevens,40,Ankenbrandt v Richards.txt,0.225,1992,
4799,Stevens,297,Clinton v City of New York.txt,0.225279107,1998,
4942,Stevens,440,Equality Foundation of Greater Cincinnati v City of Cincinnati.txt,0.225757576,1995,
5980,Stevens,1478,W. Air Lines v Criswell.txt,0.225774336,1985,
4882,Stevens,380,Delta Air Lines v August.txt,0.225820896,1981,
5383,Stevens,881,Michigan v Long.txt,0.226408451,1983,
5799,Stevens,1297,Texas v Johnson.txt,0.226923077,1989,
5049,Stevens,547,Gonzalez v Crosby.txt,0.227108434,2004,
4857,Stevens,355,Daily Income Fund v Fox.txt,0.227160494,1984,
5464,Stevens,962,New Process Steel v. National Labor Relations Board.txt,0.227253219,2010,
4995,Stevens,493,Foley v Connelie.txt,0.227272727,1978,
5118,Stevens,616,Holland v Illinois.txt,0.227813505,1990,
5999,Stevens,1497,Waters v Churchill.txt,0.227952756,1994,
5777,Stevens,1275,Sullivan v Everhart.txt,0.228181818,1990,
5485,Stevens,983,Nixon v Warner Communications.txt,0.228991597,1978,
5050,Stevens,548,Good News Club v Milford Central School.txt,0.229166667,2001,
4699,Stevens,197,Bush v Gore.txt,0.22918552,2000,
4785,Stevens,283,City of Columbia v Omni Outdoor Advertising.txt,0.229795918,1991,
5959,Stevens,1457,US v Wilson.txt,0.22994012,1992,
5146,Stevens,644,Illinois v Andreas.txt,0.23,1983,
4941,Stevens,439,Equal Employment Opportunity Commission v Waffle House.txt,0.230092593,2002,
4787,Stevens,285,City of L.A. Dep't of Water & Power v Manhart.txt,0.230384615,1978,
5363,Stevens,861,"Memphis Light, Gas & Water Div. v Craft.txt",0.23125,1978,
5864,Stevens,1362,US v Bagley.txt,0.232083333,1985,
5074,Stevens,572,Guardians Ass'n v Civil Serv. Comm'n.txt,0.232666667,1983,
5004,Stevens,502,Franklin v Massachusetts.txt,0.233401222,1992,
4771,Stevens,269,Chisom v Roemer.txt,0.23342246,1991,
5562,Stevens,1060,Perry v Leeke.txt,0.233982684,1989,
5843,Stevens,1341,United States Department of State v Ray.txt,0.234081633,1991,
5539,Stevens,1037,Patterson v Illinois.txt,0.234340659,1988,
5912,Stevens,1410,US v Lee.txt,0.234782609,1982,
4933,Stevens,431,Elk Grove Unified School District v Newdow.txt,0.235349462,2004,
5263,Stevens,761,Landreth Timber Co. v Landreth.txt,0.235616438,1985,
4606,Stevens,104,Bd. of Regents v Tomanio.txt,0.2359375,1980,
5920,Stevens,1418,US v Mississippi.txt,0.23627451,1980,
5504,Stevens,1002,O'Melveny & Myers v FDIC.txt,0.236363636,1994,
5022,Stevens,520,GE v Joiner.txt,0.236637931,1997,
4991,Stevens,489,Florida v. Powell.txt,0.238268156,2010,
5124,Stevens,622,Hoover v Ronwin.txt,0.238416422,1989,
5764,Stevens,1262,St. Martin Evangelical Lutheran Church v S.D..txt,0.238793103,1981,
5446,Stevens,944,National Collegiate Athletic Association v Tarkanian.txt,0.2390625,1984,
5873,Stevens,1371,US v Chesapeake & O.R. Co..txt,0.240350877,1976,
5472,Stevens,970,New York v Ferber.txt,0.240384615,1982,
5396,Stevens,894,Minnesota v Olson.txt,0.240909091,1990,
5387,Stevens,885,Microsoft v. AT&T.txt,0.241025641,2007,
5269,Stevens,767,League of United Latin American Citizens v. Perry.txt,0.241193182,2006,
5312,Stevens,810,Marchioro v Chaney.txt,0.241825095,1979,
5463,Stevens,961,New Motor Vehicle Bd. v Orrin W. Fox Co..txt,0.241860465,1978,
5211,Stevens,709,Jones v R. R. Donnelley & Sons.txt,0.242035398,2004,
4910,Stevens,408,Dolan v City of Tigard.txt,0.242245989,1994,
5723,Stevens,1221,Shaffer v Heitner.txt,0.242592593,1977,
5190,Stevens,688,Jaffee v Redmond.txt,0.24290718,1996,
5513,Stevens,1011,Oklahoma City v Tuttle.txt,0.243946188,1985,
4669,Stevens,167,Brigham City v Stuart.txt,0.244642857,2006,
5150,Stevens,648,Illinois v Gates.txt,0.245833333,1982,
5673,Stevens,1171,Rose v Clark.txt,0.246022727,1986,
4803,Stevens,301,Codd v Velger.txt,0.24625,1977,
5551,Stevens,1049,Pennsylvania v Bruder.txt,0.246296296,1988,
5370,Stevens,868,Merrion v Jicarilla Apache Tribe.txt,0.246747967,1982,
5388,Stevens,886,Middlesex County Sewerage Auth. v Nat'l Sea Clammers Ass'n.txt,0.247674419,1981,
5355,Stevens,853,McNeil v Wisconsin.txt,0.248058252,1991,
6007,Stevens,1505,Weinberger v Romero-Barcelo.txt,0.248514851,1982,
4517,Stevens,15,Alexander v Fioto.txt,0.25,1977,
5031,Stevens,529,Gilmore v Armontrout.txt,0.25,1989,
5245,Stevens,743,Kumho Tire Company v Carmichael.txt,0.25,1999,
5409,Stevens,907,Monell v Dep't of Soc. Servs..txt,0.25,1978,
5748,Stevens,1246,Solorio v US.txt,0.25,1987,
5665,Stevens,1163,Rodriguez v Compass Shipping Co..txt,0.250131234,1981,
5076,Stevens,574,Hall Street Associates v. Mattel.txt,0.250724638,2008,
5243,Stevens,741,Kremer v Chem. Constr. Corp..txt,0.251818182,1982,
4679,Stevens,177,Brown v Legal Foundation.txt,0.252794411,2003,
5913,Stevens,1411,US v Leon.txt,0.252981651,1984,
4548,Stevens,46,Arcadia v Ohio Power Company.txt,0.253389831,1990,
4662,Stevens,160,Breard v Greene.txt,0.253571429,1998,
5340,Stevens,838,McConnell v Federal Election Commission(1).txt,0.253825452,2003,
5712,Stevens,1210,Schweiker v Hogan.txt,0.254609929,1982,
5188,Stevens,686,Jackson v Virginia.txt,0.254910714,1979,
5788,Stevens,1286,Taylor v Illinois.txt,0.254913295,1988,
4529,Stevens,27,American Hospital Association v National Labor Relations Board.txt,0.255,1991,
4930,Stevens,428,EEOC v Wyoming.txt,0.255448718,1983,
5473,Stevens,971,New York v Uplinger.txt,0.255681818,1984,
5725,Stevens,1223,Shalala v Schaefer.txt,0.256622517,1993,
4843,Stevens,341,County of Allegheny v ACLU.txt,0.256951872,1989,
4975,Stevens,473,Finley v US.txt,0.25786106,1989,
4637,Stevens,135,Board of Trustees v Sweeney.txt,0.258064516,1978,
4983,Stevens,481,Florida Dep't of State v Treasure Salvors.txt,0.259232365,1982,
5497,Stevens,995,Northwest Airlines v Transp. Workers Union.txt,0.259531773,1981,
5935,Stevens,1433,US v Ramsey.txt,0.259545455,1977,
5761,Stevens,1259,Sporhase v Nebraska.txt,0.260714286,1982,
6024,Stevens,1522,Wilson v Layne.txt,0.26137931,1999,
5506,Stevens,1004,Office of Personnel Management v Richmond.txt,0.261538462,1990,
5323,Stevens,821,Martinez v Court of Appeal of California.txt,0.261967213,2000,
5377,Stevens,875,Mich. v Tyler.txt,0.262121212,1978,
4927,Stevens,425,EEOC v Associated Dry Goods Corp..txt,0.2625,1981,
5887,Stevens,1385,US v Frady.txt,0.2625,1982,
5222,Stevens,720,Kansas v. Marsh.txt,0.262698413,2006,
5271,Stevens,769,Lechmere v National Labor Relations Board.txt,0.264285714,1992,
5120,Stevens,618,Holmes Group v Vornado Air Circulation Systems.txt,0.264351852,2002,
5130,Stevens,628,Howe v Smith.txt,0.265384615,1981,
4619,Stevens,117,Bender v Williamsport Area Sch. Dist..txt,0.265551181,1986,
5002,Stevens,500,Frank v US.txt,0.266666667,1992,
6026,Stevens,1524,Wolman v Walter.txt,0.266666667,1977,
5232,Stevens,730,Kimel v Florida Board of Regents.txt,0.267613636,2000,
5013,Stevens,511,G. D. Searle & Co. v Cohn.txt,0.267647059,1982,
4567,Stevens,65,Aspen Skiing Co. v Aspen Highlands Skiing Corp..txt,0.268225191,1985,
5676,Stevens,1174,Rosewell v La Salle Nat'l Bank.txt,0.268474576,1981,
4989,Stevens,487,Florida v Wells.txt,0.26875,1990,
5552,Stevens,1050,Pennsylvania v Goldhammer.txt,0.26875,1985,
4953,Stevens,451,Exxon Mobil v Allapattah Services.txt,0.268951613,2005,
4994,Stevens,492,FMC Corporation v Holliday.txt,0.269101124,1990,
6017,Stevens,1515,Whitman v American Trucking Associations.txt,0.270348837,2001,
5358,Stevens,856,Medellin v. Texas.txt,0.270454545,2008,
5061,Stevens,559,Great-West Life & Annuity Insurance v Knudson.txt,0.270535714,2002,
5372,Stevens,870,Metromedia Inc. v City of Sand Diego.txt,0.271350365,1981,
5193,Stevens,691,Janklow v Planned Parenthood.txt,0.272222222,1996,
5308,Stevens,806,Major League Baseball Players Association v Garvey.txt,0.2734375,2001,
5667,Stevens,1165,Rogers v Lodge.txt,0.273766234,1982,
5875,Stevens,1373,US v Cronic.txt,0.27406015,1984,
6004,Stevens,1502,Webb v County Bd. of Educ..txt,0.274331551,1985,
4730,Stevens,228,Cannon v University of Chicago.txt,0.274553102,1979,
4855,Stevens,353,D.A.'s office for the third Judicial District v. Osborne.txt,0.275822785,2009,
5976,Stevens,1474,Virginia v Maryland.txt,0.276530612,2003,
5701,Stevens,1199,Schad v Mt. Emphraim.txt,0.277,1981,
5984,Stevens,1482,Wallace v Jaffree (2).txt,0.277104723,1985,
5621,Stevens,1119,Regents of The University of California v Doe.txt,0.277192982,1978,
5861,Stevens,1359,US v Am. Bar Endowment.txt,0.277317073,1986,
4961,Stevens,459,Fed. Election Comm'n v Democratic Senatorial Campaign Comm..txt,0.277380952,1981,
5170,Stevens,668,In re Whitaker.txt,0.277777778,1994,
5747,Stevens,1245,Solid Waste Agency v United States Army Corps of Engineers.txt,0.278197674,2001,
4561,Stevens,59,Arkansas v Oklahoma.txt,0.27886836,1992,
5553,Stevens,1051,Pennsylvania v Labron.txt,0.279713115,1996,
5769,Stevens,1267,Stephens v Kemp.txt,0.28,1984,
5911,Stevens,1409,US v Lara.txt,0.28,2004,
4648,Stevens,146,Bowen v Michigan Academy of Family Physicians.txt,0.281468531,1986,
5451,Stevens,949,National Socialist Party v Skokie.txt,0.281818182,1977,
5550,Stevens,1048,Pennsylvania Bureau of Correction v United States Marshals Service.txt,0.282638889,1985,
5847,Stevens,1345,United States Postal Serv. v Council of Greenburgh Civic Ass'ns.txt,0.283,1981,
5940,Stevens,1438,US v Scheffer.txt,0.283842795,1987,
5250,Stevens,748,Kyllo v US.txt,0.284018265,2001,
5185,Stevens,683,Irving Independent School Dist. v Tatro.txt,0.284375,1984,
5457,Stevens,955,Nevada v Hall.txt,0.28479021,1979,
5825,Stevens,1323,TWA v Franklin Mint Corp..txt,0.284948454,1984,
5272,Stevens,770,Lefkowitz v Cunningham.txt,0.285658915,1977,
5345,Stevens,843,McDonald v. Chicago.txt,0.286050837,2010,
5367,Stevens,865,"Merrell Dow Pharmaceuticals, Inc. v Thompson.txt",0.286111111,1986,
5005,Stevens,503,Friends of the Earth v Laidlaw Environmental Services.txt,0.286666667,2000,
5516,Stevens,1014,Ontario v. Quon.txt,0.286666667,2010,
5697,Stevens,1195,Santa Fe Independent School District v Jane Doe.txt,0.286764706,2000,
4708,Stevens,206,Cal. v Sierra Club.txt,0.2875,1981,
4796,Stevens,294,Clarke v Sec. Indus. Ass'n.txt,0.2875,1987,
5944,Stevens,1442,US v Swank.txt,0.288104089,1981,
4824,Stevens,322,Conn. Bd. of Pardons v Dumschat.txt,0.28875,1981,
5317,Stevens,815,Marshall v Barlow's Inc.txt,0.28875,1978,
5604,Stevens,1102,Puyallup Tribe Inc. v Department of Game.txt,0.288862559,1977,
5945,Stevens,1443,US v Texas.txt,0.289115646,2003,
4534,Stevens,32,American Trucking Associations v Smith.txt,0.289447236,1990,
5040,Stevens,538,Goldberg v US.txt,0.289473684,1976,
5404,Stevens,902,Mobil Oil Corp. v Comm'r of Taxes.txt,0.29015544,1980,
5448,Stevens,946,National Labor Relations Board v Kentucky River Community Care.txt,0.291176471,2001,
5293,Stevens,791,Lowe v SEC.txt,0.291921005,1985,
4510,Stevens,8,Adamo Wrecking Co. v US.txt,0.292205323,1978,
5931,Stevens,1429,US v Paradise.txt,0.293055556,1987,
5546,Stevens,1044,Peel v Attorney Registration and Disciplinary Commission of Illinois.txt,0.293247588,1990,
5228,Stevens,726,Kelo v City of New London.txt,0.293300971,2005,
5129,Stevens,627,Houston Lawyers' Association v Attorney General.txt,0.293678161,1991,
5316,Stevens,814,Marsh v Oregon Natural Resources Council.txt,0.294382022,1989,
5533,Stevens,1031,Palazzolo v Rhode Island.txt,0.294444444,2001,
5067,Stevens,565,Griffin v Oceanic Contractors.txt,0.29543379,1982,
4901,Stevens,399,District of Columbia v. Heller.txt,0.295842217,2008,
5486,Stevens,984,NLRB v Action Automotive.txt,0.296354167,1985,
4602,Stevens,100,Batson v Kentucky.txt,0.296621622,1986,
5403,Stevens,901,Mitsubishi Motors Corp. v Soler Chrysler-Plymouth.txt,0.296966527,1985,
4853,Stevens,351,Cruzan v Missouri Department of Health.txt,0.297256637,1990,
5035,Stevens,533,Glickman v Wileman Brothers & Elliot.txt,0.29754522,1997,
5805,Stevens,1303,Thomas v Wash. Gas Light Co..txt,0.298282828,1980,
5168,Stevens,666,In Re Troy Anthony Davis.txt,0.298780488,2009,
5895,Stevens,1393,US v Haggar Apparel Company.txt,0.298780488,1999,
4560,Stevens,58,Arkansas Health and Human Services v Ahlborn.txt,0.29890411,2006,
4628,Stevens,126,Bilski v. Kappos.txt,0.299339036,2010,
4794,Stevens,292,Clackamas Gastroenterology Association v Wells.txt,0.299780702,2003,
4879,Stevens,377,Dellmuth v Muth.txt,0.3,1989,
5189,Stevens,687,Jacksonville Bulk Terminals v Int'l Longshoremen's Ass'n.txt,0.3,1982,
4963,Stevens,461,Fed. Open Market Comm. of Fed. Reserve Sys. v Merrill.txt,0.300806452,1979,
6051,Stevens,1549,Zuni Public School District v. Department of Education.txt,0.300833333,2007,
5362,Stevens,860,Members of City Council v Taxpayers for Vincent.txt,0.302424942,1984,
5554,Stevens,1052,Pennsylvania v Union Gas Company.txt,0.302755906,1989,
4973,Stevens,471,Ferri v Ackerman.txt,0.303787879,1979,
4522,Stevens,20,Allen v. Siebert.txt,0.303846154,2007,
5901,Stevens,1399,US v Jacobs.txt,0.303846154,1976,
4566,Stevens,64,Ashcroft v American Civil Liberties Union(1).txt,0.30479798,2002,
5941,Stevens,1439,US v Sharpe (2).txt,0.305063291,1985,
4634,Stevens,132,Board of Education v Mergens.txt,0.30520362,1990,
5854,Stevens,1352,US v 50 Acres of Land.txt,0.306578947,1984,
4802,Stevens,300,Cmty. TV of S. Cal. v Gottfried.txt,0.307017544,1983,
5161,Stevens,659,In re Amendment to Rule 39.txt,0.307142857,1991,
5563,Stevens,1061,Perry v Thomas.txt,0.309090909,1987,
5897,Stevens,1395,US v Helstoski.txt,0.309322034,1979,
4714,Stevens,212,California Federal Sav. & Loan Ass'n v Guerra.txt,0.310204082,1987,
4776,Stevens,274,Cincinnati v Discovery Network.txt,0.310551559,1993,
5880,Stevens,1378,US v Edge Broadcasting Company.txt,0.31171875,1993,
5419,Stevens,917,Moore v East Cleveland.txt,0.312333333,1977,
5535,Stevens,1033,Park 'n Fly v Dollar Park & Fly.txt,0.3125,1985,
4784,Stevens,282,City of Cleburne v Cleburne Living Ctr..txt,0.312643678,1985,
5424,Stevens,922,Moreau v Klevenhagen.txt,0.312890625,1993,
5229,Stevens,727,Key Tronic v US.txt,0.3140553,1994,
5252,Stevens,750,L.A. County v. Rettele.txt,0.314285714,2007,
4505,Stevens,3,Abbott v. Abbott.txt,0.314555766,2010,
4651,Stevens,149,Bowsher v Synar.txt,0.315012723,1986,
5517,Stevens,1015,Or. Dep't of FIsh & Wildlife v Klamath Indian Tribe.txt,0.315313225,1985,
5041,Stevens,539,Golden State Transit Corp. v Los Angeles.txt,0.316574586,1989,
4757,Stevens,255,Chao v Mallard Bay Drilling.txt,0.316964286,2002,
4966,Stevens,464,Federal Maritime Commission v South Carolina State Ports Authority.txt,0.317241379,2002,
6011,Stevens,1509,West Virginia University Hospitals v Casey.txt,0.31798419,1991,
5180,Stevens,678,International Organization of Masters v Brown.txt,0.318134715,1991,
5661,Stevens,1159,Robertson v Methow Valley Citizens Council.txt,0.318595041,1989,
4889,Stevens,387,Department of Revenue of Kentucky v. Davis.txt,0.321,2008,
4820,Stevens,318,Commissioner v Jean.txt,0.321521739,1990,
4926,Stevens,424,Edward J. De Bartolo Corp. v NLRB.txt,0.321856287,1983,
4929,Stevens,427,EEOC v Federal Labor Relations Authority.txt,0.321929825,1986,
4943,Stevens,441,Ernesto Medellin v. Texas.txt,0.322072072,2008,
5482,Stevens,980,Nixon v Missouri Municipal League.txt,0.322727273,2004,
5650,Stevens,1148,Richmond v J. A. Croson Co..txt,0.32300885,1989,
5462,Stevens,960,New Jersey v. Delaware.txt,0.323417722,2008,
4755,Stevens,253,Chabad of Southern Ohio v City of Cincinnati.txt,0.323529412,2002,
5046,Stevens,544,Gonzaga University v Doe.txt,0.323628692,2002,
4922,Stevens,420,E. I. Du Pont de Nemours & Co. v. Train.txt,0.323922902,1977,
5924,Stevens,1422,US v Munoz-Flores.txt,0.324090909,1990,
5393,Stevens,891,Minn. State Bd. for Cmty. Colleges v Knight.txt,0.32490458,1984,
5675,Stevens,1173,Rose v Mitchell.txt,0.325,1979,
4746,Stevens,244,Cedar Rapids Community School District v Garret F.txt,0.325547445,1999,
4887,Stevens,385,Department of Commerce v Montana.txt,0.325956938,1991,
5964,Stevens,1462,Valley Forge Christian College v Americans United for Seperation of Church & State.txt,0.326086957,1982,
4588,Stevens,86,Baldwin v Reese.txt,0.326923077,2003,
5418,Stevens,916,Moody v Daggett.txt,0.327480916,1976,
4827,Stevens,325,Connecticut v Barrett.txt,0.328787879,1987,
5749,Stevens,1247,Sony Corp. of Am. v Universal City Studios.txt,0.329494799,1984,
5973,Stevens,1471,Virginia Bankshares v Sandberg.txt,0.330232558,1991,
